,DDPG,TRPO
0,957.054931640625,1909.215087890625
1,1254.5150146484375,1671.612060546875
2,594.4637451171875,897.8705444335938
3,586.4638671875,1677.1610107421875
4,184.6914825439453,490.0320739746094
