,PPO,DDPG,SAC,TRPO
0,3384.11279296875,962.286376953125,5453.35595703125,1031.2965087890625
1,2358.687744140625,1771.089111328125,4988.51513671875,961.6639404296875
2,1624.720947265625,545.9071044921875,4617.7353515625,695.7306518554688
3,4151.1806640625,906.0159912109375,3955.179931640625,1817.826416015625
4,1699.5447998046875,1553.9293212890625,4135.48876953125,939.6017456054688
